,genre_ids,id,original_language,original_title,popularity,release_date,title,vote_average,vote_count
21875,"[53, 27]",480403,en,Stickman,1.995,2017-10-21,Stickman,5.5,12
21877,[35],488971,en,You Can't Fight Christmas,1.992,2017-11-01,You Can't Fight Christmas,5.5,20
21880,"[28, 18, 36]",413548,hi,बेगम जान,1.9880000000000002,2017-04-14,Begum Jaan,6.5,14
21881,[16],446370,en,Hi Stranger,1.985,2017-03-10,Hi Stranger,6.1,32
21882,[28],344906,en,The Last Heist,1.985,2016-06-17,The Last Heist,4.7,45
21883,"[18, 878]",469799,en,Amelia 2.0,1.983,2017-08-04,Amelia 2.0,5.6,11
21884,"[35, 10751, 18]",426469,en,Growing Up Smith,1.9809999999999999,2017-02-03,Growing Up Smith,7.0,16
21885,"[80, 27]",327315,en,Bloodrunners,1.9809999999999999,2017-03-03,Bloodrunners,5.6,15
21890,"[53, 80, 18, 9648]",475660,es,Bajo la rosa,1.976,2017-03-31,Bajo la rosa,6.3,12
21892,"[53, 18, 28]",476673,en,Snow Steam Iron,1.969,2017-09-19,Snow Steam Iron,8.6,23
21894,[18],464733,en,Trafficked,1.9669999999999999,2017-10-06,Trafficked,5.3,13
21895,[27],340185,en,Dead Story,1.963,2017-01-20,Dead Story,3.7,18
21899,[99],441965,en,The Tickle King,1.96,2017-02-27,The Tickle King,7.3,12
21909,"[16, 35]",449621,en,Dante's Lunch,1.959,2017-03-29,Dante's Lunch,7.8,24
21911,[18],432942,en,Gook,1.954,2017-08-18,Gook,6.6,22
21915,"[18, 53]",473507,en,Early Release,1.952,2017-05-05,Early Release,5.2,12
21916,[35],352494,en,Ripped,1.952,2017-06-23,Ripped,4.8,22
21918,"[27, 53]",416530,en,Slasher.com,1.949,2017-03-07,Slasher.com,4.1,13
21920,[53],452013,fa,Lerd,1.9409999999999998,2017-09-01,A Man of Integrity,6.3,15
21921,[99],474273,en,The Problem with Apu,1.94,2017-11-19,The Problem with Apu,5.7,15
21924,"[10749, 10402, 36]",462477,en,Newsies: The Broadway Musical,1.929,2017-02-16,Newsies: The Broadway Musical,8.4,29
21925,"[10749, 35, 878]",345937,en,Unleashed,1.929,2017-08-25,Unleashed,6.4,23
21931,"[99, 10402]",426243,en,Eagles of Death Metal: Nos Amis (Our Friends),1.911,2017-02-10,Eagles of Death Metal: Nos Amis (Our Friends),7.8,11
21932,[878],473958,en,Meet Walter,1.9080000000000001,2017-03-10,Meet Walter,6.5,14
21933,"[10770, 10749]",488262,en,The Christmas Calendar,1.9080000000000001,2017-11-19,The Christmas Calendar,5.8,15
21934,[35],473229,en,Big Bear,1.906,2017-09-22,Big Bear,5.3,17
21935,[18],436035,en,Come Swim,1.9040000000000001,2017-01-20,Come Swim,6.9,13
21937,"[10770, 10749]",474976,en,"With Love, Christmas",1.903,2017-11-22,"With Love, Christmas",6.6,23
21938,"[18, 10770, 9648]",435720,en,Framed for Murder: A Fixer Upper Mystery,1.899,2017-01-15,Framed for Murder: A Fixer Upper Mystery,6.3,11
21940,[18],408616,en,The Journey,1.893,2017-06-16,The Journey,6.7,20
21941,"[35, 10751]",429918,ja,サバイバルファミリー,1.892,2017-06-01,Survival Family,7.3,19
21943,[35],490928,en,Craig Ferguson: Tickle Fight,1.881,2017-12-05,Craig Ferguson: Tickle Fight,6.7,12
21944,[18],386623,en,Person to Person,1.88,2017-07-28,Person to Person,5.4,17
21945,[99],444526,en,Rock and a Hard Place,1.874,2017-03-27,Rock and a Hard Place,6.3,12
21947,[99],473313,en,Kingdom of Us,1.859,2017-10-13,Kingdom of Us,7.3,12
21948,[16],389627,en,Nerdland,1.858,2016-12-06,Nerdland,5.3,19
21949,"[10770, 18, 10749]",479613,en,A Song for Christmas,1.854,2017-11-11,A Song for Christmas,6.1,19
21950,"[18, 10749]",444951,en,New Life,1.851,2016-10-28,New Life,6.8,21
21953,"[18, 35]",458836,en,The Good Catholic,1.841,2017-09-08,The Good Catholic,5.4,23
21954,[18],464678,en,The Rachels,1.839,2017-01-15,The Rachels,6.0,12
21956,[99],448446,en,Gilbert,1.837,2017-04-20,Gilbert,7.2,12
21957,"[18, 10770]",483548,en,Christmas in Angel Falls,1.835,2017-12-02,Christmas in Angel Falls,6.4,17
21958,"[16, 80]",437220,zh,大世界,1.8319999999999999,2018-02-02,Have a Nice Day,5.0,13
21959,[35],460822,en,"Oh, Hello: On Broadway",1.828,2017-06-13,"Oh, Hello: On Broadway",7.1,35
21960,"[99, 10402]",411012,en,Chasing Trane,1.825,2017-04-14,Chasing Trane,7.4,18
21965,"[80, 18, 53]",426260,en,Thumper,1.8130000000000002,2017-04-20,Thumper,5.6,32
21973,[99],486567,en,Not Alone,1.798,2017-11-11,Not Alone,6.5,13
21974,[18],421628,en,A Rose for Christmas,1.797,2017-01-01,A Rose for Christmas,5.1,16
21977,"[28, 12, 878, 18]",438597,ru,Майор Гром,1.7930000000000001,2017-07-21,Major Grom,6.8,20
21978,"[14, 27]",349067,es,Vuelven,1.7930000000000001,2017-09-24,Tigers Are Not Afraid,6.7,21
21979,[35],488669,en,Todd Barry: Spicy Honey,1.79,2017-12-26,Todd Barry: Spicy Honey,7.3,14
21983,"[10749, 10770]",474983,en,Coming Home for Christmas,1.7819999999999998,2017-11-18,Coming Home for Christmas,6.4,28
21984,"[35, 10749]",412363,he,לעבור את הקיר,1.7790000000000001,2017-05-12,The Wedding Plan,4.9,23
21985,[35],438424,en,A Bad Idea Gone Wrong,1.778,2017-11-30,A Bad Idea Gone Wrong,6.7,16
21986,[18],456187,en,King Charles III,1.778,2017-05-14,King Charles III,6.6,13
21987,[99],473278,en,Heaven Is a Traffic Jam on the 405,1.775,2016-10-14,Heaven Is a Traffic Jam on the 405,7.4,17
21988,[99],448444,en,The Death and Life of Marsha P. Johnson,1.768,2017-07-27,The Death and Life of Marsha P. Johnson,7.4,36
21989,[99],473408,en,Joan Didion: The Center Will Not Hold,1.768,2017-10-11,Joan Didion: The Center Will Not Hold,7.3,18
21991,[99],447818,en,Generation Iron 2,1.766,2017-05-12,Generation Iron 2,7.1,23
21995,"[10749, 18]",440034,en,A Moving Romance,1.761,2017-02-04,A Moving Romance,6.0,17
21998,"[27, 53]",467405,en,Don't Sleep,1.749,2017-09-29,Don't Sleep,3.5,19
22000,"[18, 10751]",470205,en,The Stray,1.743,2017-10-06,The Stray,6.9,15
22002,"[53, 18]",426258,en,The Strange Ones,1.74,2018-01-05,The Strange Ones,5.8,39
22003,"[9648, 18]",371445,en,As You Are,1.739,2017-02-24,As You Are,7.0,41
22005,[35],478054,en,Def Comedy Jam 25,1.733,2017-09-26,Def Comedy Jam 25,6.1,17
22015,[99],438471,en,Kim Dotcom: Caught in the Web,1.713,2017-03-13,Kim Dotcom: Caught in the Web,7.3,11
22016,"[18, 10749, 10770]",437517,en,An Uncommon Grace,1.7080000000000002,2017-02-12,An Uncommon Grace,6.6,12
22020,"[35, 10402]",430780,en,"Michael Bolton's Big, Sexy Valentine's Day Special",1.702,2017-02-07,"Michael Bolton's Big, Sexy Valentine's Day Special",7.1,21
22021,[99],433084,en,Joshua: Teenager vs. Superpower,1.699,2017-01-20,Joshua: Teenager vs. Superpower,7.2,14
22023,"[10749, 10770]",483558,en,Sharing Christmas,1.699,2017-12-10,Sharing Christmas,6.3,22
22025,[],422052,en,Dayveon,1.6969999999999998,2017-01-19,Dayveon,7.1,14
22027,"[12, 99]",469108,en,Under an Arctic Sky,1.69,2017-04-23,Under an Arctic Sky,7.8,21
22028,"[27, 14, 53]",472686,en,Dementia 13,1.689,2017-10-06,Dementia 13,4.8,17
22030,"[10749, 35, 18]",449848,en,The Boy Downstairs,1.6869999999999998,2018-02-16,The Boy Downstairs,5.6,18
22033,"[27, 35, 18, 14, 16]",411549,en,Kuso,1.68,2017-01-21,Kuso,6.2,22
22039,[99],474569,en,One of Us,1.6680000000000001,2017-10-20,One of Us,7.2,38
22040,"[10770, 10749, 18]",442154,en,Love Blossoms,1.666,2017-02-18,Love Blossoms,6.4,14
22042,"[10749, 10770]",475754,en,Betting On The Bride,1.665,2017-10-23,Betting On The Bride,5.3,17
22044,"[10770, 10749]",435117,en,The Birthday Wish,1.663,2017-01-21,The Birthday Wish,5.7,26
22045,[53],460096,en,Secrets of My Stepdaughter,1.663,2017-05-11,Secrets of My Stepdaughter,4.4,12
22050,[18],336197,fr,Amnesia,1.649,2017-07-21,Amnesia,5.0,23
22051,"[35, 10749]",452413,zh,喜欢你,1.646,2017-05-05,This Is Not What I Expected,7.3,16
22057,[10751],455546,en,A Mermaid's Tale,1.6380000000000001,2017-05-16,A Mermaid's Tale,5.0,12
22058,[14],464334,en,Scales: Mermaids Are Real,1.635,2017-07-21,Scales: Mermaids Are Real,5.6,16
22061,"[10749, 10770]",474990,en,Christmas Festival of Ice,1.629,2017-11-04,Christmas Festival of Ice,4.8,13
22063,[53],455783,en,ExPatriot,1.621,2017-06-27,Ex-Patriot,5.0,12
22064,[99],491206,en,Traffic Stop,1.6159999999999999,2017-11-14,Traffic Stop,6.2,14
22065,[18],442160,en,DeKalb Elementary,1.615,2017-03-11,DeKalb Elementary,7.6,14
22068,[99],431391,en,Saving Banksy,1.61,2017-01-27,Saving Banksy,6.6,21
22069,[99],287982,en,VHS Massacre: Cult Films and the Decline of Physical Media,1.61,2016-06-20,VHS Massacre: Cult Films and the Decline of Physical Media,5.9,13
22071,[99],440319,en,Mission Control: The Unsung Heroes of Apollo,1.6019999999999999,2017-03-14,Mission Control: The Unsung Heroes of Apollo,7.7,13
22074,"[10751, 10770, 18, 10749]",474982,en,The Christmas Train,1.598,2017-11-25,The Christmas Train,5.5,20
22075,"[35, 18]",436288,en,Tyler Perry's Madea on the Run - The Play,1.597,2017-01-31,Tyler Perry's Madea on the Run - The Play,6.9,21
22076,"[10770, 35, 10749]",437513,en,Walking the Dog,1.5959999999999999,2017-02-04,Walking the Dog,5.8,11
22084,[18],439976,en,Pretty Boy,1.575,2015-03-25,Pretty Boy,8.2,29
22091,[18],428498,xh,Inxeba,1.564,2017-01-22,The Wound,6.8,21
22093,[99],460167,en,Michael Lost and Found,1.5630000000000002,2017-05-27,Michael Lost and Found,6.3,11
22095,"[35, 18, 10751, 10749]",488063,en,My Christmas Prince,1.5530000000000002,2017-12-03,My Christmas Prince,6.1,16
22098,[53],465926,en,Escaping Dad,1.5490000000000002,2017-05-21,Escaping Dad,5.9,11
22102,[99],483010,en,Saving Capitalism,1.545,2017-11-21,Saving Capitalism,6.9,19
22106,[99],456348,en,Batman & Bill,1.537,2017-05-06,Batman & Bill,7.8,26
22107,[35],454361,en,Vir Das: Abroad Understanding,1.536,2017-04-25,Vir Das: Abroad Understanding,6.8,20
22109,"[53, 27]",429725,en,Camera Obscura,1.5290000000000001,2017-06-09,Camera Obscura,5.2,23
22111,"[10770, 10749]",488067,en,A Royal Christmas Ball,1.516,2017-12-10,A Royal Christmas Ball,5.5,14
22114,"[10749, 18]",487045,en,Snowmance,1.5030000000000001,2017-11-26,Snowmance,5.5,15
22116,"[878, 10751]",446216,en,Time Toys,1.5,2017-03-04,Time Toys,6.0,16
22122,[18],485034,en,A Very Merry Toy Store,1.4869999999999999,2017-11-26,A Very Merry Toy Store,5.6,12
22126,[10749],480919,en,Winter Wedding,1.483,2017-12-25,Winter Wedding,6.9,15
22131,"[16, 35, 18]",410661,en,My Entire High School Sinking Into the Sea,1.464,2016-09-23,My Entire High School Sinking Into the Sea,6.9,17
22134,[18],470901,en,Face 2 Face,1.46,2017-04-23,Face 2 Face,6.1,22
22135,[99],433056,en,Oklahoma City,1.459,2017-01-21,Oklahoma City,7.2,26
22137,"[10770, 10749]",474978,en,Enchanted Christmas,1.452,2017-11-12,Enchanted Christmas,5.6,14
22138,[27],479746,en,Demons,1.45,2017-10-06,Demons,5.4,16
22139,"[18, 35]",381009,en,Donald Cried,1.4480000000000002,2017-03-03,Donald Cried,6.1,12
22140,[10749],435312,en,High School Lover,1.4480000000000002,2017-02-04,High School Lover,5.5,12
22149,"[10770, 10749]",434206,en,Love on the Vines,1.4240000000000002,2017-01-07,Love on the Vines,5.8,13
22154,[99],499056,en,Alien Contact: Outer Space,1.41,2017-10-10,Alien Contact: Outer Space,5.5,11
22155,[35],424131,es,Un padre no tan padre,1.4069999999999998,2017-01-27,Father Never Bothered,6.9,17
22166,"[878, 16]",471495,en,World of Tomorrow Episode Two: The Burden of Other People's Thoughts,1.4,2017-09-22,World of Tomorrow Episode Two: The Burden of Other People's Thoughts,8.7,12
22167,[99],476517,en,George Michael: Freedom,1.4,2017-10-21,George Michael: Freedom,8.6,11
22180,[],490299,en,The Legend of 420,1.4,2017-12-01,The Legend of 420,7.7,12
22181,[99],430035,en,Unearthed & Untold: The Path to Pet Sematary,1.4,2017-01-13,Unearthed & Untold: The Path to Pet Sematary,7.5,11
22183,[99],473545,en,Resurface,1.4,2017-04-23,Resurface,7.1,11
22187,"[10770, 10749]",490147,en,Romance at Reindeer Lodge,1.4,2017-12-17,Romance at Reindeer Lodge,6.8,13
22188,[99],462104,en,Counterpunch,1.4,2017-06-16,Counterpunch,6.7,17
22192,"[99, 10770]",481847,en,I Am Elizabeth Smart,1.4,2017-11-18,I Am Elizabeth Smart,6.6,12
22196,"[10402, 99]",433092,ja,Tokyo Idols,1.4,2017-01-20,Tokyo Idols,6.5,19
22198,"[53, 10770]",455402,en,Woman on the Run,1.4,2017-04-16,Woman on the Run,6.2,12
22206,"[53, 18, 27, 9648]",452928,en,The Twin,1.4,2017-01-01,The Twin,5.7,13
22210,"[27, 9648, 80]",326446,en,Savageland,1.4,2017-02-24,Savageland,5.7,16
22214,[99],438468,en,Bill Nye: Science Guy,1.4,2017-04-10,Bill Nye: Science Guy,5.4,12
22217,"[10749, 35, 18]",447358,en,People You May Know,1.4,2017-04-07,People You May Know,5.1,14
22252,"[10402, 99, 36]",411020,en,I Called Him Morgan,1.39,2016-10-02,I Called Him Morgan,7.4,16
22254,"[18, 27, 878]",452762,en,Alien Implant,1.389,2017-04-14,Alien Implant,5.5,11
22255,"[53, 27]",328216,en,Be My Cat: A Film for Anne,1.381,2016-12-05,Be My Cat: A Film for Anne,7.0,15
22256,[53],399169,en,Kaleidoscope,1.379,2017-12-08,Kaleidoscope,5.4,12
22257,"[18, 35, 10749]",433448,en,The Year of Spectacular Men,1.3780000000000001,2018-06-15,The Year of Spectacular Men,4.7,12
22258,[99],433033,en,Unrest,1.374,2017-01-20,Unrest,7.5,15
22259,[18],425507,en,Crown Heights,1.3719999999999999,2017-08-25,Crown Heights,7.0,30
22264,"[10749, 18, 10770]",483554,en,Magical Christmas Ornaments,1.3619999999999999,2017-12-03,Magical Christmas Ornaments,5.9,21
22266,[18],408245,en,The Journey Is the Destination,1.36,2017-02-15,The Journey Is the Destination,6.8,16
22269,[99],390319,en,Tickling Giants,1.351,2017-03-15,Tickling Giants,8.0,14
22276,[99],413580,en,Dawson City: Frozen Time,1.325,2017-06-09,Dawson City: Frozen Time,7.1,13
22280,"[80, 35, 28, 10751]",461297,en,Cop and a Half: New Recruit,1.3219999999999998,2017-08-01,Cop and a Half: New Recruit,5.7,13
22281,[99],470043,en,I Needed Color,1.321,2017-07-25,I Needed Color,8.1,13
22284,"[35, 10749]",463252,en,My Favorite Wedding,1.317,2017-06-24,My Favorite Wedding,6.5,13
22303,"[18, 10770]",486982,en,A Very Country Christmas,1.272,2017-11-12,A Very Country Christmas,5.9,13
22322,[99],438137,en,Becoming Warren Buffett,1.245,2017-01-30,Becoming Warren Buffett,7.5,18
22323,"[18, 27, 53]",407757,en,"Sweet, Sweet Lonely Girl",1.2429999999999999,2016-09-22,"Sweet, Sweet Lonely Girl",6.1,17
22334,"[16, 35]",479240,en,The Robot Chicken Walking Dead Special: Look Who's Walking,1.226,2017-10-08,The Robot Chicken Walking Dead Special: Look Who's Walking,6.2,15
22336,[18],492223,en,The Silent Child,1.224,2017-08-08,The Silent Child,7.6,23
22339,[35],469021,en,Ryan Hamilton: Happy Face,1.216,2017-08-29,Ryan Hamilton: Happy Face,6.8,16
22352,"[27, 53]",416226,en,Minutes Past Midnight,1.193,2016-10-18,Minutes Past Midnight,4.8,23
22364,[35],425124,en,Walk of Fame,1.182,2017-03-24,Walk of Fame,4.0,16
22368,"[18, 10770]",417263,en,Britney Ever After,1.179,2017-02-18,Britney Ever After,2.4,17
22412,[99],467423,en,"Diana, Our Mother: Her Life and Legacy",1.138,2017-07-24,"Diana, Our Mother: Her Life and Legacy",7.6,16
22416,[99],540556,en,Power of Grayskull: The Definitive History of He-Man and the Masters of the Universe,1.127,2017-09-09,Power of Grayskull: The Definitive History of He-Man and the Masters of the Universe,7.0,13
22417,[27],106774,en,Cathy's Curse,1.126,1980-07-01,Cathy's Curse,5.2,14
22426,[99],483755,en,Discovering Bigfoot,1.102,2017-12-18,Discovering Bigfoot,5.1,12
22427,"[10749, 10770]",486865,en,Christmas in Mississippi,1.099,2017-12-09,Christmas in Mississippi,6.4,12
22428,"[99, 10402]",445065,en,Eric Clapton: Life in 12 Bars,1.0979999999999999,2017-09-15,Eric Clapton: Life in 12 Bars,7.4,15
22438,"[28, 16, 878]",485070,en,Overwatch Animated Short: Honor and Glory,1.077,2017-11-03,Overwatch Animated Short: Honor and Glory,8.3,20
22440,[10751],485612,en,Christmas in the Heartland,1.077,2017-11-14,Christmas in the Heartland,6.2,13
22452,"[10751, 14, 878]",487047,en,A Witches' Ball,1.05,2017-05-06,A Witches' Ball,5.9,11
22472,[35],457380,en,Elle Fanning's Fan Fantasy,1.032,2017-05-12,Elle Fanning's Fan Fantasy,7.5,20
22492,"[10402, 99]",386128,en,Hired Gun,1.006,2017-06-29,Hired Gun,7.5,19
22500,"[18, 27, 53]",444689,en,Quarries,0.987,2016-10-26,Quarries,5.5,17
22569,"[16, 28]",472241,en,Overwatch Animated Short: Rise and Shine,0.9179999999999999,2017-08-23,Overwatch Animated Short: Rise and Shine,7.2,17
22574,[99],390396,en,Command and Control,0.9109999999999999,2016-09-14,Command and Control,6.4,15
22589,"[18, 14]",287574,fr,Métamorphoses,0.9009999999999999,2017-03-23,Metamorphoses,5.7,15
22637,[99],482806,en,Wormwood,0.877,2017-10-22,Wormwood,6.9,14
22638,"[27, 28]",472876,de,Zombies,0.8740000000000001,2017-09-29,Zombies,3.1,14
22654,"[28, 27, 878]",173897,en,Resident Evil: The Final Chapter,0.8440000000000001,2017-01-27,Resident Evil: The Final Chapter,5.9,1859
22751,[99],438467,en,Barbecue,0.7759999999999999,2017-03-10,Barbecue,7.5,13
22766,[35],464974,en,Tiffany Haddish: She Ready! From the Hood to Hollywood!,0.748,2017-08-18,Tiffany Haddish: She Ready! From the Hood to Hollywood!,7.4,12
22798,[99],357114,en,Missing 411,0.715,2017-05-13,Missing 411,6.0,11
23459,[99],468455,en,Haunters: The Art of the Scare,0.6,2017-09-05,Haunters: The Art of the Scare,6.7,12
23572,[27],470528,en,The Blackwell Ghost,0.6,2017-08-11,The Blackwell Ghost,5.7,11
23591,[18],454449,es,Nadie nos mira,0.6,2017-04-22,Nobody's Watching,5.5,12
23680,[53],505039,en,Illicit Desires,0.6,2018-04-08,Illicit Desires,4.3,18
23811,"[12, 28, 14]",299536,en,Avengers: Infinity War,80.773,2018-04-27,Avengers: Infinity War,8.3,13948
23812,"[28, 12, 16, 878, 35]",324857,en,Spider-Man: Into the Spider-Verse,60.534,2018-12-14,Spider-Man: Into the Spider-Verse,8.4,4048
23813,"[878, 28, 53]",335984,en,Blade Runner 2049,48.571000000000005,2017-10-06,Blade Runner 2049,7.4,6679
23814,[12],338952,en,Fantastic Beasts: The Crimes of Grindelwald,48.508,2018-11-16,Fantastic Beasts: The Crimes of Grindelwald,6.9,4870
23815,"[10751, 16, 35, 14, 12]",404368,en,Ralph Breaks the Internet,48.056999999999995,2018-11-21,Ralph Breaks the Internet,7.2,2626
23816,"[28, 12, 878, 35]",363088,en,Ant-Man and the Wasp,44.729,2018-07-06,Ant-Man and the Wasp,7.0,6290
23817,"[28, 12, 14, 878]",284054,en,Black Panther,44.14,2018-02-16,Black Panther,7.4,12365
23818,"[878, 28]",335983,en,Venom,44.007,2018-10-05,Venom,6.6,6206
23819,"[28, 12, 35, 14]",284053,en,Thor: Ragnarok,43.45,2017-11-03,Thor: Ragnarok,7.5,11380
23820,"[28, 12, 878]",424783,en,Bumblebee,43.078,2018-12-21,Bumblebee,6.5,2425
23821,"[12, 14]",428078,en,Mortal Engines,40.095,2018-12-14,Mortal Engines,6.0,1751
23822,"[12, 28, 53]",375588,en,Robin Hood,39.975,2018-11-21,Robin Hood,5.8,1194
23823,"[28, 35, 12]",383498,en,Deadpool 2,38.894,2018-05-10,Deadpool 2,7.5,8773
23824,"[28, 12, 14]",297802,en,Aquaman,38.102,2018-12-21,Aquaman,6.8,6155
23825,"[18, 10402]",424694,en,Bohemian Rhapsody,37.196999999999996,2018-11-02,Bohemian Rhapsody,8.1,7629
23826,"[28, 12, 16, 10751]",260513,en,Incredibles 2,36.286,2018-06-15,Incredibles 2,7.6,6354
23827,"[18, 35]",490132,en,Green Book,36.284,2018-11-16,Green Book,8.3,3499
23828,"[18, 10749, 10402]",332562,en,A Star Is Born,35.848,2018-10-05,A Star Is Born,7.5,5676
23829,"[28, 12, 878]",351286,en,Jurassic World: Fallen Kingdom,34.958,2018-06-22,Jurassic World: Fallen Kingdom,6.5,5995
23830,"[28, 12, 14, 878]",141052,en,Justice League,34.953,2017-11-17,Justice League,6.2,7510
23831,"[14, 12, 878, 28]",181808,en,Star Wars: The Last Jedi,34.293,2017-12-15,Star Wars: The Last Jedi,7.0,8534
23832,"[80, 18, 53]",504172,en,The Mule,33.83,2018-12-14,The Mule,6.5,1584
23833,"[18, 36]",339380,en,On the Basis of Sex,32.624,2018-12-25,On the Basis of Sex,7.4,225
23834,"[53, 28, 18]",458594,en,Peppermint,32.476,2018-09-07,Peppermint,6.5,716
23835,"[35, 10749]",466282,en,To All the Boys I've Loved Before,31.613000000000003,2018-08-16,To All the Boys I've Loved Before,7.9,4481
23836,"[28, 878, 53, 27]",345940,en,The Meg,31.397,2018-08-10,The Meg,5.9,2896
23837,"[53, 80, 9648, 18]",446021,en,Bad Times at the El Royale,31.32,2018-10-12,Bad Times at the El Royale,6.8,1365
23838,"[27, 9648, 53]",439079,en,The Nun,31.25,2018-09-07,The Nun,5.6,2813
23839,"[14, 10751, 35]",400650,en,Mary Poppins Returns,30.419,2018-12-19,Mary Poppins Returns,6.6,1457
23840,"[12, 878]",333339,en,Ready Player One,30.029,2018-03-29,Ready Player One,7.6,7021
23841,"[28, 14, 878, 12]",268896,en,Pacific Rim: Uprising,30.019000000000002,2018-03-23,Pacific Rim: Uprising,5.9,2213
23842,"[28, 53]",399402,en,Hunter Killer,29.961,2018-10-26,Hunter Killer,6.3,683
23843,"[28, 80, 18, 53]",400535,en,Sicario: Day of the Soldado,29.725,2018-06-29,Sicario: Day of the Soldado,6.7,1317
23844,[28],353081,en,Mission: Impossible - Fallout,29.69,2018-07-27,Mission: Impossible - Fallout,7.3,3811
23845,"[28, 12, 878]",348350,en,Solo: A Star Wars Story,29.502,2018-05-25,Solo: A Star Wars Story,6.6,3838
23846,"[878, 28, 53, 12, 27]",346910,en,The Predator,29.473000000000003,2018-09-14,The Predator,5.2,2018
23847,"[18, 27, 53, 878]",447332,en,A Quiet Place,29.154,2018-04-06,A Quiet Place,7.3,5848
23848,"[18, 36, 35]",375262,en,The Favourite,28.651,2018-11-23,The Favourite,7.7,2096
23849,"[28, 878, 53, 27]",442249,en,The First Purge,28.44,2018-07-04,The First Purge,5.8,1846
23850,[18],480530,en,Creed II,26.906999999999996,2018-11-21,Creed II,6.7,2236
23851,"[10751, 14, 35, 16]",400155,en,Hotel Transylvania 3: Summer Vacation,26.815,2018-06-30,Hotel Transylvania 3: Summer Vacation,6.8,1673
23852,"[28, 80, 53]",446807,en,The Girl in the Spider's Web,26.425,2018-11-09,The Girl in the Spider's Web,6.0,501
23853,"[14, 12, 10751]",426543,en,The Nutcracker and the Four Realms,26.235,2018-11-02,The Nutcracker and the Four Realms,6.0,909
23854,"[16, 10751, 12, 14]",446894,en,Smallfoot,26.230999999999998,2018-09-28,Smallfoot,6.6,600
23855,[28],447200,en,Skyscraper,26.229,2018-07-13,Skyscraper,6.1,2177
23856,"[27, 9648, 53]",493922,en,Hereditary,26.185,2018-06-08,Hereditary,7.0,2491
23857,"[53, 18]",405774,en,Bird Box,26.156,2018-11-12,Bird Box,7.0,4777
23858,"[80, 35, 28, 53]",402900,en,Ocean's Eight,26.009,2018-06-08,Ocean's Eight,6.9,3709
23859,"[16, 10751, 35, 12, 14]",354912,en,Coco,25.961,2017-11-22,Coco,8.2,8669
23860,[35],463272,en,Johnny English Strikes Again,25.478,2018-10-26,Johnny English Strikes Again,6.2,1035
23861,"[18, 36, 10752]",424,en,Schindler's List,25.334,1993-12-15,Schindler's List,8.5,8065
23862,"[27, 10752, 878]",438799,en,Overlord,25.248,2018-11-09,Overlord,6.7,1028
23863,[878],300668,en,Annihilation,25.197,2018-02-23,Annihilation,6.3,4465
23864,"[80, 18]",487558,en,BlacKkKlansman,25.101,2018-07-30,BlacKkKlansman,7.6,3138
23865,"[14, 16, 10751]",8392,ja,となりのトトロ,25.068,2018-12-11,My Neighbor Totoro,8.1,3267
23866,"[28, 12, 14]",338970,en,Tomb Raider,24.968000000000004,2018-03-16,Tomb Raider,6.3,4310
23867,"[12, 18]",399360,en,Alpha,24.535999999999998,2018-08-17,Alpha,5.9,1167
23868,"[16, 10751, 35, 14]",360920,en,The Grinch,24.488000000000003,2018-11-09,The Grinch,6.4,1060
23869,"[28, 12, 878, 14]",427641,en,Rampage,24.238000000000003,2018-04-13,Rampage,6.2,3176
23870,"[878, 53]",445651,en,The Darkest Minds,23.967,2018-08-03,The Darkest Minds,6.8,1158
23871,"[878, 28]",425505,en,Kin,23.805,2018-08-31,Kin,6.2,289
23872,"[878, 9648, 12]",62,en,2001: A Space Odyssey,23.781,1968-04-10,2001: A Space Odyssey,8.0,5837
23873,[28],440471,en,Escape Plan 2: Hades,23.758000000000003,2018-06-29,Escape Plan 2: Hades,4.7,508
23874,"[53, 9648, 18]",489999,en,Searching,23.66,2018-08-24,Searching,7.6,1502
23875,"[28, 878]",336843,en,Maze Runner: The Death Cure,23.166,2018-01-26,Maze Runner: The Death Cure,7.0,3894
23876,"[28, 53]",401478,en,Death Race: Beyond Anarchy,23.163,2018-01-30,Death Race: Beyond Anarchy,5.5,93
23877,"[53, 28, 80]",345887,en,The Equalizer 2,22.961,2018-07-20,The Equalizer 2,6.4,2089
23878,"[36, 18]",369972,en,First Man,22.958000000000002,2018-10-12,First Man,7.1,2304
23879,"[28, 35, 80]",412988,en,The Happytime Murders,22.775,2018-08-24,The Happytime Murders,5.7,380
23880,"[28, 53, 80]",449443,en,Den of Thieves,22.738000000000003,2018-01-19,Den of Thieves,6.6,1244
23881,"[35, 18]",491418,en,Instant Family,22.634,2018-11-16,Instant Family,7.6,782
23882,"[18, 10749]",337167,en,Fifty Shades Freed,22.511999999999997,2018-02-09,Fifty Shades Freed,6.1,3535
23883,"[18, 35, 14]",351044,en,Welcome to Marwen,22.031999999999996,2018-12-21,Welcome to Marwen,6.6,286
23884,"[18, 14, 10749]",399055,en,The Shape of Water,22.025,2017-12-01,The Shape of Water,7.2,7224
23885,[18],316029,en,The Greatest Showman,22.009,2017-12-20,The Greatest Showman,8.0,5197
23886,[35],437557,en,Blockers,21.840999999999998,2018-04-06,Blockers,6.1,969
23887,"[14, 10751]",463821,en,The House with a Clock in Its Walls,21.805,2018-09-21,The House with a Clock in Its Walls,6.2,933
23888,"[18, 10749]",419743,en,Disobedience,21.42,2018-04-27,Disobedience,6.9,405
