,genre_ids,id,original_language,original_title,popularity,release_date,title,vote_average,vote_count
936,"[18, 10402, 10749]",46504,en,Guy and Madeline on a Park Bench,1.804,2010-11-05,Guy and Madeline on a Park Bench,5.5,19
938,"[27, 9648, 80]",57313,en,8213: Gacy House,1.8030000000000002,2010-09-28,8213: Gacy House,3.3,28
939,[35],296193,en,Comedy Central Roast of David Hasselhoff,1.8,2010-08-15,Comedy Central Roast of David Hasselhoff,7.1,18
940,"[53, 9648]",40048,en,In My Sleep,1.795,2010-04-23,In My Sleep,5.4,20
944,"[10770, 18, 36]",45371,en,The Special Relationship,1.781,2010-05-29,The Special Relationship,6.3,25
945,[18],46564,en,A Marine Story,1.781,2010-11-05,A Marine Story,6.2,18
946,"[18, 53]",47383,es,El hombre de al lado,1.777,2010-03-31,The Man Next Door,6.5,25
952,"[28, 53]",63907,en,Reykjavík Rotterdam,1.7630000000000001,2010-01-08,Reykjavik-Rotterdam,5.9,22
953,"[18, 10749]",70761,en,Brownian Movement,1.7630000000000001,2010-11-11,Brownian Movement,5.0,16
955,"[28, 12, 35, 53]",40655,en,The Bannen Way,1.754,2010-01-06,The Bannen Way,4.9,15
956,"[35, 18, 10749]",30124,en,Tru Loved,1.7480000000000002,2008-02-27,Tru Loved,5.4,13
961,"[18, 10751]",44972,hi,वी आर फैमिली,1.732,2010-09-03,We Are Family,5.7,19
963,[99],51299,en,Life Cycles,1.726,2010-10-02,Life Cycles,8.6,31
964,[35],52306,en,Hard Breakers,1.72,2010-01-01,Hard Breakers,3.3,15
965,"[35, 10749]",29538,hi,प्यार इंपॉसिबल!,1.7169999999999999,2010-01-08,Pyaar Impossible!,4.7,21
971,"[28, 16]",35837,es,"Boogie, el Aceitoso",1.702,2010-03-05,Boogie,5.8,26
976,[99],47426,en,South of the Border,1.695,2010-06-25,South of the Border,5.1,24
977,[27],68610,en,ReGOREgitated Sacrifice,1.6909999999999998,2010-03-02,ReGOREgitated Sacrifice,4.0,15
981,"[18, 53]",45780,en,I Am Slave,1.661,2010-01-01,I Am Slave,6.3,21
982,"[18, 35]",44549,hi,PEEPLI [Live],1.6580000000000001,2010-08-13,PEEPLI [Live],7.6,31
987,"[18, 10749]",44951,en,Beneath the Blue,1.646,2010-11-16,Beneath the Blue,5.5,17
991,[18],59112,fr,Je n'ai rien oublié,1.641,2010-12-20,Small World,6.1,13
992,[99],39185,en,Winning Time: Reggie Miller vs. The New York Knicks,1.639,2010-03-14,Winning Time: Reggie Miller vs. The New York Knicks,8.1,14
993,"[28, 35]",43954,en,Shoot the Hero,1.6380000000000001,2010-01-01,Shoot the Hero,3.4,11
994,[18],51976,es,Hermano,1.636,2010-08-19,Brother,6.7,15
995,"[80, 99]",53190,en,The Two Escobars,1.624,2010-06-22,The Two Escobars,7.4,18
999,"[35, 10402]",81021,en,Spork,1.6019999999999999,2010-04-24,Spork,6.8,13
1000,"[35, 18]",92190,en,Tuba Atlantic,1.597,2010-02-10,Tuba Atlantic,5.5,12
1005,"[18, 10751]",63348,en,The Encounter,1.587,2010-05-03,The Encounter,5.7,28
1007,"[14, 9648]",191476,en,42 One Dream Rush,1.584,2010-09-15,42 One Dream Rush,7.0,12
1009,[35],32497,en,Farsan,1.5759999999999998,2010-02-12,Farsan,4.5,23
1010,[99],47753,en,William S. Burroughs: A Man Within,1.574,2010-11-05,William S. Burroughs: A Man Within,6.7,12
1011,"[28, 80, 18]",48161,no,Nokas,1.574,2010-12-03,Hold Up,6.6,26
1017,"[35, 80]",38138,en,A Fork in the Road,1.5590000000000002,2010-04-20,A Fork in the Road,6.2,15
1023,"[18, 14, 9648]",46756,et,Püha Tõnu kiusamine,1.538,2010-01-24,The Temptation of St. Tony,7.3,19
1025,[35],75090,en,Beware the Gonzo,1.535,2010-04-22,Beware the Gonzo,5.9,15
1026,[35],52252,en,Ricky Gervais: Out of England 2,1.5330000000000001,2010-12-18,Ricky Gervais: Out of England 2,7.8,19
1028,"[80, 18]",49207,da,R,1.526,2010-07-15,R,6.5,33
1030,[99],50420,en,Countdown to Zero,1.5190000000000001,2010-01-25,Countdown to Zero,6.6,20
1031,"[18, 53, 878]",139406,en,Radio Free Albemuth,1.518,2010-01-01,Radio Free Albemuth,5.0,24
1042,"[28, 80, 18, 27, 53]",57309,fr,เฉือน,1.479,2010-07-16,Slice,6.4,16
1045,"[35, 53]",36618,lt,Zero 2,1.466,2010-01-31,Zero 2,6.4,18
1048,"[10770, 80, 18, 9648]",39433,en,The Front,1.462,2010-04-17,The Front,5.5,11
1051,"[10749, 35]",58763,en,God of Love,1.45,2010-06-12,God of Love,6.8,16
1053,[99],44999,en,Casino Jack and the United States of Money,1.4280000000000002,2010-05-09,Casino Jack and the United States of Money,7.2,21
1054,"[27, 53]",49847,en,The Possession of David O'Reilly,1.426,2010-05-10,The Possession of David O'Reilly,5.0,14
1057,"[18, 28, 35, 53]",52009,en,Kommandør Treholt & ninjatroppen,1.421,2010-09-26,Norwegian Ninja,4.2,13
1058,"[10770, 99]",54793,en,Public Speaking,1.419,2010-11-22,Public Speaking,6.6,20
1062,"[35, 99]",295069,en,Saturday Night,1.4040000000000001,2010-05-02,Saturday Night,8.3,12
1079,[99],37259,en,Blood Into Wine,1.4,2010-02-19,Blood Into Wine,6.8,11
1085,[],402522,en,"Fuck Me, Ray Bradbury",1.4,2010-08-05,"Fuck Me, Ray Bradbury",6.5,11
1088,"[18, 10751, 10770]",77934,en,The Christmas Bunny,1.4,2010-11-28,The Christmas Bunny,6.1,11
1112,"[18, 53]",45568,en,Legacy,1.4,2010-10-15,Legacy,5.2,12
1122,[18],79168,es,Drama,1.4,2010-10-15,Drama,4.8,11
1143,[99],56113,en,The Parking Lot Movie,1.3980000000000001,2010-08-06,The Parking Lot Movie,6.5,17
1146,[99],57722,en,Kings of Pastry,1.393,2010-06-19,Kings of Pastry,6.7,14
1147,"[80, 10749, 53, 9648]",71328,en,The Boy She Met Online,1.391,2010-08-21,The Boy She Met Online,3.6,12
1148,"[35, 18, 10749]",63834,bs,Cirkus Columbia,1.3880000000000001,2010-12-20,Circus Columbia,7.0,12
1164,"[27, 35]",157161,en,I Didn't Come Here to Die,1.3619999999999999,2010-10-04,I Didn't Come Here to Die,4.5,11
1166,"[35, 10402, 36]",38877,en,Not the Messiah (He's a Very Naughty Boy),1.357,2010-06-08,Not the Messiah (He's a Very Naughty Boy),6.3,11
1168,[99],52918,en,The Oath,1.354,2010-05-09,The Oath,7.7,13
1170,[35],20995,sv,Allt flyter,1.351,2010-05-12,The Swimsuit Issue,5.3,14
1172,"[35, 18]",51511,en,The Immaculate Conception of Little Dizzle,1.35,2010-05-12,The Immaculate Conception of Little Dizzle,5.4,13
1173,[99],54692,en,Once Brothers,1.347,2010-10-12,Once Brothers,7.7,18
1178,[99],51486,en,Jean-Michel Basquiat: The Radiant Child,1.338,2010-01-25,Jean-Michel Basquiat: The Radiant Child,7.3,22
1179,[18],133448,en,Macbeth,1.3359999999999999,2010-10-06,Macbeth,6.6,15
1184,"[35, 10749]",42057,en,Hai Marjawaan!,1.3319999999999999,2010-10-08,It's a Wonderful Afterlife,4.6,12
1190,[18],49853,en,Same Same But Different,1.321,2010-10-26,Same Same But Different,6.4,14
1192,"[53, 18, 27]",56815,es,Post Mortem,1.321,2010-10-04,Post Mortem,6.4,17
1193,"[12, 10751, 9648]",24886,en,Minor Details,1.321,2009-02-05,Minor Details,4.8,12
1196,[],159518,en,The Crush,1.317,2010-04-20,The Crush,6.2,11
1204,"[28, 12, 878, 53]",39750,en,Stonehenge Apocalypse,1.2930000000000001,2010-06-12,Stonehenge Apocalypse,4.1,38
1217,[99],78997,de,Jimi Hendrix: Voodoo Child,1.258,2010-09-18,Jimi Hendrix: Voodoo Child,7.3,12
1219,"[27, 53]",74008,en,Undocumented,1.256,2010-09-14,Undocumented,6.5,17
1236,"[35, 10402, 10751]",55567,en,Standing Ovation,1.224,2010-07-16,Standing Ovation,4.3,12
1251,[99],41397,en,Joan Rivers: A Piece of Work,1.195,2010-01-25,Joan Rivers: A Piece of Work,6.9,25
1264,[99],135717,en,David Blaine: What Is Magic?,1.178,2010-04-18,David Blaine: What Is Magic?,7.2,15
1269,[18],48502,es,El estudiante,1.171,2010-10-10,El estudiante,7.1,14
1271,[99],54994,en,Teenage Paparazzo,1.169,2010-01-22,Teenage Paparazzo,6.7,13
1276,"[35, 16]",153599,en,Wisdom Teeth,1.158,2010-12-16,Wisdom Teeth,6.4,16
1295,"[18, 10402, 10749]",58936,en,Pure Country 2: The Gift,1.125,2010-10-15,Pure Country 2: The Gift,6.0,14
1303,[10749],53225,en,Morgan and Destiny's Eleventeenth Date: The Zeppelin Zoo,1.121,2010-01-01,Morgan and Destiny's Eleventeenth Date: The Zeppelin Zoo,6.4,11
1305,[99],50779,en,And Everything Is Going Fine,1.117,2010-12-10,And Everything Is Going Fine,6.5,15
1311,[27],48016,en,The Maze,1.1059999999999999,2010-10-19,The Maze,4.6,11
1327,"[35, 99]",64836,en,Exporting Raymond,1.056,2011-04-29,Exporting Raymond,6.9,21
1332,[18],208885,en,Mary Last Seen,1.031,2010-01-22,Mary Last Seen,6.1,11
1336,[99],47912,en,Smash His Camera,1.026,2010-07-30,Smash His Camera,7.0,11
1354,[18],155711,en,After-Life,0.9940000000000001,2010-01-01,After-Life,5.5,20
1373,[99],44671,en,Racing Dreams,0.976,2010-05-14,Racing Dreams,6.6,11
1385,"[27, 53]",232888,fr,House Swap,0.96,2010-01-01,House Swap,4.0,11
1395,[],145932,en,The Penitent Man,0.9420000000000001,2010-03-29,The Penitent Man,5.1,11
1419,"[99, 35]",52461,en,Carrie Fisher: Wishful Drinking,0.914,2010-12-10,Carrie Fisher: Wishful Drinking,7.4,15
1444,[99],66720,en,Special When Lit,0.893,2010-10-17,Special When Lit,7.2,17
1476,"[10402, 14, 10749]",48018,en,Runaway,0.872,2010-10-23,Runaway,7.7,15
1502,"[53, 18, 878]",53739,es,El mal ajeno,0.84,2010-06-03,For the Good of Others,5.6,17
1537,[18],182026,en,Stranger Things,0.802,2013-04-05,Stranger Things,8.0,14
1552,[99],85039,en,Life 2.0,0.764,2010-01-22,Life 2.0,6.2,14
1603,[18],250385,en,Despair,0.691,2010-08-05,Despair,6.2,11
1629,"[28, 12, 27, 878]",35791,en,Resident Evil: Afterlife,0.667,2010-09-10,Resident Evil: Afterlife,5.9,2119
1943,[16],210571,en,The Deep,0.6,2010-12-16,The Deep,7.3,12
2015,"[99, 18, 10751]",48414,en,Alamar,0.6,2010-07-14,Alamar,6.9,16
2284,"[16, 10751]",258725,en,A princesa e o sapo,0.6,2010-12-01,The Frog Prince,5.0,11
2468,"[12, 14, 28]",10195,en,Thor,38.068000000000005,2011-05-06,Thor,6.7,12764
2469,[35],45243,en,The Hangover Part II,32.266,2011-05-25,The Hangover Part II,6.4,6231
2470,"[12, 28, 14]",1865,en,Pirates of the Caribbean: On Stranger Tides,30.579,2011-05-20,Pirates of the Caribbean: On Stranger Tides,6.4,8571
2471,"[10751, 14, 12]",12445,en,Harry Potter and the Deathly Hallows: Part 2,29.206,2011-07-15,Harry Potter and the Deathly Hallows: Part 2,8.1,11567
2472,"[10751, 16, 18]",8587,en,The Lion King,28.583000000000002,1994-06-23,The Lion King,8.2,10160
2473,"[16, 35, 10751]",862,en,Toy Story,28.005,1995-11-22,Toy Story,7.9,10174
2474,"[28, 12, 878]",1771,en,Captain America: The First Avenger,25.808000000000003,2011-07-22,Captain America: The First Avenger,6.9,12810
2475,"[16, 10751, 12, 35]",49013,en,Cars 2,23.498,2011-06-16,Cars 2,5.9,4058
2476,"[53, 28, 18, 878]",61791,en,Rise of the Planet of the Apes,22.995,2011-08-04,Rise of the Planet of the Apes,7.2,7259
2477,"[16, 35, 10751]",863,en,Toy Story 2,22.698,1999-11-24,Toy Story 2,7.5,7553
2478,"[35, 10749]",50546,en,Just Go with It,19.565,2011-02-11,Just Go with It,6.4,2958
2479,"[53, 9648, 878]",51876,en,Limitless,19.453,2011-03-08,Limitless,7.1,6295
2480,"[12, 14, 10749]",50619,en,The Twilight Saga: Breaking Dawn - Part 1,19.22,2011-11-17,The Twilight Saga: Breaking Dawn - Part 1,6.0,5098
2481,"[28, 53, 878]",49530,en,In Time,18.912,2011-10-28,In Time,6.8,6245
2482,"[28, 14, 53]",71676,en,Ghost Rider: Spirit of Vengeance,18.678,2011-12-10,Ghost Rider: Spirit of Vengeance,4.8,2039
2483,"[28, 53, 12]",56292,en,Mission: Impossible - Ghost Protocol,18.304000000000002,2011-12-21,Mission: Impossible - Ghost Protocol,7.0,6102
2484,"[12, 28, 80, 9648]",58574,en,Sherlock Holmes: A Game of Shadows,18.301,2011-12-16,Sherlock Holmes: A Game of Shadows,7.1,6380
2485,[18],489,en,Good Will Hunting,18.012999999999998,1997-12-05,Good Will Hunting,8.1,5764
2486,"[53, 80, 9648, 18]",65754,en,The Girl with the Dragon Tattoo,17.823,2011-12-14,The Girl with the Dragon Tattoo,7.3,3971
2487,"[53, 28, 9648]",59965,en,Abduction,17.69,2011-09-23,Abduction,5.8,1791
2488,"[27, 53]",71672,en,Wrong Turn 4: Bloody Beginnings,17.659000000000002,2011-10-17,Wrong Turn 4: Bloody Beginnings,5.3,396
2489,"[16, 10751]",49444,en,Kung Fu Panda 2,17.363,2011-05-25,Kung Fu Panda 2,6.7,3628
2490,"[12, 28, 53, 878]",44912,en,Green Lantern,17.257,2011-06-17,Green Lantern,5.1,4290
2491,"[878, 18, 10749, 14]",31011,en,Mr. Nobody,17.242,2011-12-20,Mr. Nobody,7.9,3279
2492,"[12, 14, 28]",37430,en,Conan the Barbarian,17.046,2011-08-19,Conan the Barbarian,5.2,1024
2493,"[80, 28, 53]",55846,en,Blitz,16.862000000000002,2011-08-23,Blitz,6.0,772
2494,"[18, 36, 10752]",387,de,Das Boot,16.554000000000002,1982-02-10,Das Boot,8.1,981
2495,"[16, 10751, 12, 35, 14]",41513,en,The Smurfs,16.533,2011-07-29,The Smurfs,5.6,2112
2496,"[16, 10751]",45772,en,Gnomeo & Juliet,16.408,2011-02-11,Gnomeo & Juliet,5.8,1085
2497,"[28, 878, 53, 37]",49849,en,Cowboys & Aliens,16.293,2011-07-29,Cowboys & Aliens,5.5,3110
2498,"[27, 53]",49018,en,Insidious,16.197,2011-04-01,Insidious,6.9,3582
2499,"[27, 9648]",41446,en,Scream 4,16.082,2011-04-11,Scream 4,6.2,1610
2500,"[27, 28, 53, 80]",755,en,From Dusk Till Dawn,16.064,1996-01-19,From Dusk Till Dawn,7.0,3015
2501,"[80, 35, 28]",38322,en,"Big Mommas: Like Father, Like Son",16.024,2011-02-18,"Big Mommas: Like Father, Like Son",5.5,623
2502,"[18, 28, 53, 80]",64690,en,Drive,15.875,2011-09-16,Drive,7.5,6737
2503,"[80, 12, 28, 35, 53]",58233,en,Johnny English Reborn,15.542,2011-10-21,Johnny English Reborn,6.1,1810
2504,[18],59440,en,Warrior,15.478,2011-09-09,Warrior,7.8,2189
2505,[18],60308,en,Moneyball,15.392999999999999,2011-09-22,Moneyball,7.1,2255
2506,"[27, 35, 53]",22970,en,The Cabin in the Woods,15.335999999999999,2012-04-12,The Cabin in the Woods,6.5,4185
2507,"[14, 27]",38321,en,Priest,15.318,2011-05-13,Priest,5.5,1157
2508,"[12, 35, 878]",39513,en,Paul,15.234000000000002,2011-03-17,Paul,6.5,3017
2509,"[28, 12, 53]",49021,en,Killer Elite,15.135,2011-09-23,Killer Elite,6.2,1093
2510,"[28, 35, 80]",90,en,Beverly Hills Cop,15.067,1984-11-30,Beverly Hills Cop,7.1,1827
2511,"[18, 35]",77338,fr,Intouchables,15.013,2011-11-02,The Intouchables,8.2,9940
2512,"[10402, 35, 28, 80]",525,en,The Blues Brothers,14.882,1980-06-17,The Blues Brothers,7.7,1972
2513,"[28, 878, 18]",39254,en,Real Steel,14.811,2011-10-06,Real Steel,6.8,4566
2514,"[14, 28, 18]",37958,en,Immortals,14.774000000000001,2011-11-11,Immortals,5.8,1431
2515,"[16, 35, 10751]",50359,en,Hop,14.738,2011-04-01,Hop,5.6,611
2516,"[53, 28, 80]",8068,en,Desperado,14.712,1995-08-25,Desperado,6.8,1440
2517,"[16, 12, 35, 10751]",46195,en,Rio,14.695,2011-04-15,Rio,6.6,3730
2518,[53],8978,en,Assault on Precinct 13,14.525,2005-01-19,Assault on Precinct 13,6.1,501
2519,"[28, 80, 35]",40805,en,The Green Hornet,14.501,2011-01-13,The Green Hornet,5.5,1897
2520,"[16, 35, 10751, 37, 12]",44896,en,Rango,14.462,2011-03-03,Rango,6.6,3412
2521,"[28, 14, 53]",23629,en,Sucker Punch,14.415999999999999,2011-03-25,Sucker Punch,6.0,2716
2522,[18],67308,cn,3D肉蒲團之極樂寶鑑,14.413,2011-04-14,3-D Sex and Zen: Extreme Ecstasy,4.9,29
2523,"[53, 878, 9648]",37686,en,Super 8,14.39,2011-06-09,Super 8,6.7,3934
2524,"[28, 53, 80]",27582,en,The Mechanic,14.387,2011-01-28,The Mechanic,6.3,1676
2525,"[35, 10749]",41630,en,No Strings Attached,14.203,2011-01-21,No Strings Attached,6.2,2612
2526,"[80, 28]",414419,en,Kill Bill: The Whole Bloody Affair,14.173,2011-03-28,Kill Bill: The Whole Bloody Affair,7.9,363
2527,"[14, 53, 28, 80]",47327,en,Drive Angry,14.095999999999998,2011-02-24,Drive Angry,5.3,959
2528,"[35, 80]",51540,en,Horrible Bosses,14.058,2011-07-08,Horrible Bosses,6.5,3842
2529,"[10749, 35]",50544,en,Friends with Benefits,14.019,2011-07-21,Friends with Benefits,6.6,4637
2530,"[28, 12, 18, 53]",2320,en,Executive Decision,13.86,1996-03-15,Executive Decision,6.1,402
2531,"[18, 27, 80]",74997,en,The Human Centipede 2 (Full Sequence),13.787,2011-10-07,The Human Centipede 2 (Full Sequence),4.6,596
2532,"[878, 53, 10749]",38050,en,The Adjustment Bureau,13.717,2011-03-04,The Adjustment Bureau,6.6,2615
2533,[35],52449,en,Bad Teacher,13.549000000000001,2011-06-19,Bad Teacher,5.5,2894
2534,"[28, 12, 53, 18]",9619,en,Dante's Peak,13.514000000000001,1997-02-07,Dante's Peak,5.9,783
2535,"[53, 878, 9648]",45612,en,Source Code,13.495,2011-04-01,Source Code,7.2,4529
2536,"[12, 28, 878]",20526,en,TRON: Legacy,13.459000000000001,2010-12-10,TRON: Legacy,6.3,4387
2537,"[27, 9648]",55779,en,Final Destination 5,13.392000000000001,2011-08-12,Final Destination 5,6.0,1701
2538,"[35, 18, 10749]",50646,en,"Crazy, Stupid, Love.",13.277000000000001,2011-07-29,"Crazy, Stupid, Love.",7.2,4585
2539,"[14, 35, 10749]",59436,en,Midnight in Paris,13.171,2011-05-20,Midnight in Paris,7.5,3965
2540,[18],76025,en,Shame,13.152000000000001,2011-12-02,Shame,7.0,1607
2541,"[18, 28]",70006,en,Never Back Down 2: The Beatdown,13.06,2011-09-13,Never Back Down 2: The Beatdown,6.0,257
2542,"[18, 16, 10751, 35]",51052,en,Arthur Christmas,12.981,2011-11-23,Arthur Christmas,6.7,692
2543,"[18, 53, 28, 12]",75174,en,The Grey,12.942,2012-01-27,The Grey,6.5,2280
2544,"[12, 18, 10751]",44826,en,Hugo,12.936,2011-11-23,Hugo,7.1,4124
2545,"[16, 10751, 10770]",79218,en,Ice Age: A Mammoth Christmas,12.841,2011-11-24,Ice Age: A Mammoth Christmas,6.2,313
2546,"[28, 80, 18, 9648, 53]",2924,en,Backdraft,12.808,1991-05-24,Backdraft,6.5,613
2547,"[28, 878]",44943,en,Battle: Los Angeles,12.720999999999998,2011-03-08,Battle: Los Angeles,5.6,2049
2548,"[18, 53]",48289,en,The Debt,12.697000000000001,2011-08-31,The Debt,6.6,403
2549,"[28, 53, 878]",51620,en,Death Race 2,12.697000000000001,2011-01-18,Death Race 2,5.6,560
2550,"[35, 14, 10751, 10402, 16]",55301,en,Alvin and the Chipmunks: Chipwrecked,12.672,2011-12-16,Alvin and the Chipmunks: Chipwrecked,5.5,1055
2551,"[27, 53]",45657,en,The Ward,12.614,2011-07-08,The Ward,5.8,608
2552,[18],50014,en,The Help,12.597999999999999,2011-08-10,The Help,8.1,3944
2553,"[12, 14, 878, 28]",76122,en,Marvel One-Shot: The Consultant,12.550999999999998,2011-09-13,Marvel One-Shot: The Consultant,6.6,202
2554,"[12, 14, 28]",23047,en,Season of the Witch,12.535,2011-01-07,Season of the Witch,5.3,1352
2555,"[9648, 53]",11033,en,Dressed to Kill,12.481,1980-06-25,Dressed to Kill,6.8,300
2556,"[35, 18]",40807,en,50/50,12.450999999999999,2011-09-30,50/50,7.1,2111
2557,"[18, 28, 36, 53]",47854,cn,精武風雲,12.45,2011-04-22,Legend of the Fist: The Return of Chen Zhen,6.3,97
2558,"[27, 878, 9648, 53]",60935,en,The Thing,12.349,2011-10-14,The Thing,6.1,1404
2559,"[18, 10749]",38684,en,Jane Eyre,12.329,2011-03-11,Jane Eyre,7.1,758
2560,"[35, 12, 14]",38319,en,Your Highness,12.254000000000001,2011-04-08,Your Highness,5.3,735
2561,"[28, 35]",59108,en,Tower Heist,12.213,2011-11-04,Tower Heist,6.0,1592
2562,"[16, 10751]",82424,en,Small Fry,12.130999999999998,2011-11-23,Small Fry,6.7,218
2563,[35],49520,en,The Change-Up,12.122,2011-08-05,The Change-Up,6.0,1406
2564,[18],75900,en,My Week with Marilyn,12.081,2011-11-23,My Week with Marilyn,6.7,741
2565,"[28, 9648, 53]",48138,en,Unknown,12.08,2011-02-18,Unknown,6.6,2043
2566,"[27, 35]",58151,en,Fright Night,12.078,2011-08-19,Fright Night,6.0,1024
2567,"[878, 28, 12]",97,en,Tron,12.062999999999999,1982-07-09,Tron,6.6,1100
2568,"[18, 35]",23514,en,The Rum Diary,12.011,2011-10-27,The Rum Diary,5.7,652
2569,"[12, 16, 9648]",17578,en,The Adventures of Tintin,11.981,2011-12-20,The Adventures of Tintin,6.8,3251
2570,"[18, 53]",71859,en,We Need to Talk About Kevin,11.964,2011-12-09,We Need to Talk About Kevin,7.6,1306
2571,"[12, 28, 53]",52451,en,The Three Musketeers,11.932,2011-10-20,The Three Musketeers,5.7,1596
2572,"[80, 18, 53, 9648]",70578,en,Trespass,11.909,2011-10-14,Trespass,5.5,589
2573,"[35, 10749]",15144,en,Sixteen Candles,11.883,1984-05-04,Sixteen Candles,6.8,982
2574,"[14, 53, 27]",49730,en,Red Riding Hood,11.856,2011-03-11,Red Riding Hood,5.9,1884
2575,"[80, 18, 53]",50348,en,The Lincoln Lawyer,11.812000000000001,2011-03-18,The Lincoln Lawyer,7.1,1525
2576,[35],57431,en,The Sitter,11.571,2011-12-09,The Sitter,5.4,472
2577,"[18, 14]",8967,en,The Tree of Life,11.569,2011-05-27,The Tree of Life,6.6,1730
2578,"[28, 53, 878, 12]",46529,en,I Am Number Four,11.555,2011-02-18,I Am Number Four,6.0,2805
2579,"[80, 28, 878]",9739,en,Demolition Man,11.485,1993-10-08,Demolition Man,6.5,1678
2580,"[80, 27, 53]",73861,sr,Srpski film,11.387,2011-05-13,A Serbian Film,5.5,781
2581,"[35, 28, 18]",45132,en,Super,11.36,2011-03-31,Super,6.6,726
2582,"[35, 10751, 10402]",64328,en,The Muppets,11.324000000000002,2011-11-23,The Muppets,6.6,831
2583,"[35, 18, 10749]",50725,en,Take Me Home Tonight,11.321,2011-03-04,Take Me Home Tonight,6.1,339
2584,"[28, 12, 35]",62206,en,30 Minutes or Less,11.315,2011-08-12,30 Minutes or Less,5.6,825
2585,[35],71880,en,Jack and Jill,11.277000000000001,2011-11-11,Jack and Jill,4.1,1124
2586,"[35, 10751, 10749]",74018,en,A Cinderella Story: Once Upon a Song,11.273,2011-09-05,A Cinderella Story: Once Upon a Song,6.2,640
2587,"[18, 53, 80]",57361,ko,황해,11.253,2011-12-02,The Yellow Sea,7.4,181
2588,"[53, 18]",64720,en,Take Shelter,11.235999999999999,2011-09-30,Take Shelter,7.2,787
2589,[27],71670,en,Hostel: Part III,11.179,2011-12-27,Hostel: Part III,5.0,513
2590,"[16, 10751]",51162,en,Winnie the Pooh,11.147,2011-07-14,Winnie the Pooh,6.9,444
2591,"[35, 10749]",62838,en,New Year's Eve,11.138,2011-12-09,New Year's Eve,5.8,1301
2592,"[18, 878]",62215,da,Melancholia,11.123,2011-11-11,Melancholia,7.1,1642
2593,"[28, 12, 18, 9648]",48492,cn,狄仁傑之通天帝國,11.075999999999999,2011-09-02,Detective Dee and the Mystery of the Phantom Flame,6.7,176
2594,"[18, 10402]",786,en,Almost Famous,11.022,2000-09-15,Almost Famous,7.5,1339
2595,"[12, 35, 10749]",59860,en,Monte Carlo,11.017000000000001,2011-07-01,Monte Carlo,6.2,1193
2596,"[16, 10751]",86130,en,Pixie Hollow Games,10.890999999999998,2011-11-19,Pixie Hollow Games,6.4,137
2597,"[18, 53, 9648]",49517,en,Tinker Tailor Soldier Spy,10.831,2011-12-09,Tinker Tailor Soldier Spy,6.7,1402
2598,"[35, 10749, 10751]",38317,en,Zookeeper,10.764000000000001,2011-07-08,Zookeeper,5.3,886
2599,"[35, 18, 10751, 10770]",81250,en,Geek Charming,10.752,2011-11-11,Geek Charming,6.2,405
2600,"[27, 53, 9648]",46221,en,The Tunnel,10.737,2011-05-19,The Tunnel,5.5,166
2601,"[27, 53]",77949,en,The Awakening,10.73,2011-08-17,The Awakening,6.4,782
2602,"[27, 28, 53, 878]",71469,en,The Darkest Hour,10.73,2011-12-25,The Darkest Hour,4.9,735
2603,"[35, 18]",13342,en,Fast Times at Ridgemont High,10.705,1982-08-13,Fast Times at Ridgemont High,6.9,563
2604,"[18, 10751]",62837,en,Dolphin Tale,10.679,2011-09-23,Dolphin Tale,6.8,327
2605,"[28, 53, 80, 18]",62835,en,Colombiana,10.584000000000001,2011-08-26,Colombiana,6.5,1371
2606,"[28, 12, 80, 53]",9691,en,Assassins,10.579,1995-10-06,Assassins,6.2,666
2607,"[12, 14]",11976,en,Legend,10.542,1986-04-18,Legend,6.2,509
2608,"[16, 35, 12, 10751]",91417,en,Dragons: Gift of the Night Fury,10.477,2011-11-15,Dragons: Gift of the Night Fury,7.0,189
2609,[18],58235,pt,Bruna Surfistinha,10.453,2011-03-03,Confessions of a Brazilian Call Girl,6.1,174
2610,"[35, 18]",65057,en,The Descendants,10.444,2011-11-18,The Descendants,6.8,1522
2611,"[18, 53, 878]",39538,en,Contagion,10.444,2011-09-09,Contagion,6.3,2128
2612,"[35, 10749]",63492,en,What's Your Number?,10.390999999999998,2011-09-30,What's Your Number?,6.4,1271
2613,"[18, 10752]",57212,en,War Horse,10.378,2011-12-25,War Horse,7.2,1849
2614,"[9648, 27, 53]",74777,en,Absentia,10.357000000000001,2011-03-03,Absentia,5.9,175
2615,"[18, 53]",48231,en,A Dangerous Method,10.352,2011-11-23,A Dangerous Method,6.3,1066
2616,"[18, 10749, 35]",55347,en,Beginners,10.322000000000001,2011-06-17,Beginners,6.9,532
2617,"[28, 14]",75948,zh,白蛇传说,10.322000000000001,2011-09-28,The Sorcerer and the White Snake,5.7,85
2618,"[18, 10749]",51828,en,One Day,10.308,2011-08-19,One Day,7.2,2105
2619,"[18, 10402, 10749]",68817,en,Footloose,10.269,2011-10-14,Footloose,6.6,929
2620,"[10749, 12, 28, 36]",38543,en,Ironclad,10.202,2011-07-08,Ironclad,6.1,373
2621,"[35, 18]",72113,en,Carnage,10.181000000000001,2011-12-16,Carnage,7.1,1478
2622,"[28, 35, 53, 80]",67913,en,The Guard,10.177,2011-07-29,The Guard,6.9,563
2623,"[18, 35, 10749]",74643,en,The Artist,10.155,2011-10-14,The Artist,7.4,1787
